"","Month","Year","Area","FunctionalGroup","TotalWeight","TotalBiomass","Depth","NOX","NO3","NO2","NH4","TN","DIN","TON","TP","SRP","ChlA","TOC","Sal_S","Sal_B","Temp_S","Temp_B","DO_S","DO_B","Turb","pH"
"20","April",1998,"Taylor","invertivore",6.05321868280594,0.869478497840909,2.08333333333333,1.34283333333333,1.05866666666667,0.284333333333333,1.74533333333333,39.5216666666667,3.08766666666667,36.4341666666667,0.3185,0.0198333333333333,0.861,644.708333333333,21.75,21.7666666666667,22.3333333333333,22.3333333333333,6.46666666666667,6.45,8.00833333333333,NA
"21","April",1998,"Taylor","planktivore",0.082859095,0.01318464,2.08333333333333,1.34283333333333,1.05866666666667,0.284333333333333,1.74533333333333,39.5216666666667,3.08766666666667,36.4341666666667,0.3185,0.0198333333333333,0.861,644.708333333333,21.75,21.7666666666667,22.3333333333333,22.3333333333333,6.46666666666667,6.45,8.00833333333333,NA
"22","April",1998,"Taylor","omnivore",1.00411686846154,0.145134922307692,2.08333333333333,1.34283333333333,1.05866666666667,0.284333333333333,1.74533333333333,39.5216666666667,3.08766666666667,36.4341666666667,0.3185,0.0198333333333333,0.861,644.708333333333,21.75,21.7666666666667,22.3333333333333,22.3333333333333,6.46666666666667,6.45,8.00833333333333,NA
"23","April",1998,"Taylor","piscivore",8.47899337,1.21128477,2.08333333333333,1.34283333333333,1.05866666666667,0.284333333333333,1.74533333333333,39.5216666666667,3.08766666666667,36.4341666666667,0.3185,0.0198333333333333,0.861,644.708333333333,21.75,21.7666666666667,22.3333333333333,22.3333333333333,6.46666666666667,6.45,8.00833333333333,NA
"24","April",1998,"Taylor","algivore",1.503550245,0.214792895,2.08333333333333,1.34283333333333,1.05866666666667,0.284333333333333,1.74533333333333,39.5216666666667,3.08766666666667,36.4341666666667,0.3185,0.0198333333333333,0.861,644.708333333333,21.75,21.7666666666667,22.3333333333333,22.3333333333333,6.46666666666667,6.45,8.00833333333333,NA
"25","April",1998,"Taylor","detrivore",17.44238162,2.9070636,2.08333333333333,1.34283333333333,1.05866666666667,0.284333333333333,1.74533333333333,39.5216666666667,3.08766666666667,36.4341666666667,0.3185,0.0198333333333333,0.861,644.708333333333,21.75,21.7666666666667,22.3333333333333,22.3333333333333,6.46666666666667,6.45,8.00833333333333,NA
"26","April",1999,"Shark","invertivore",73.8185711594643,10.6364677631349,2.56666666666667,1.05866666666667,0.863666666666667,0.195,0.947,40.407,2.00533333333333,38.4016666666667,0.693,0.100333333333333,1.76266666666667,835.354333333333,27.0666666666667,27.4333333333333,28.4333333333333,28.4,5.13333333333333,5.06666666666667,1.67333333333333,NA
"27","April",1999,"Shark","piscivore",7.98942531,1.14134648,2.56666666666667,1.05866666666667,0.863666666666667,0.195,0.947,40.407,2.00533333333333,38.4016666666667,0.693,0.100333333333333,1.76266666666667,835.354333333333,27.0666666666667,27.4333333333333,28.4333333333333,28.4,5.13333333333333,5.06666666666667,1.67333333333333,NA
"28","April",1999,"Shark","omnivore",1.41063693777778,0.21686091,2.56666666666667,1.05866666666667,0.863666666666667,0.195,0.947,40.407,2.00533333333333,38.4016666666667,0.693,0.100333333333333,1.76266666666667,835.354333333333,27.0666666666667,27.4333333333333,28.4333333333333,28.4,5.13333333333333,5.06666666666667,1.67333333333333,NA
"29","April",1999,"Shark","algivore",1.7588464825,0.253978005,2.56666666666667,1.05866666666667,0.863666666666667,0.195,0.947,40.407,2.00533333333333,38.4016666666667,0.693,0.100333333333333,1.76266666666667,835.354333333333,27.0666666666667,27.4333333333333,28.4333333333333,28.4,5.13333333333333,5.06666666666667,1.67333333333333,NA
"30","April",1999,"Taylor","invertivore",5.7445935025,0.97577946,2.08333333333333,0.410333333333333,0.269333333333333,0.141,1.84066666666667,39.8655,2.25066666666667,37.6148333333333,0.430333333333333,0.0163333333333333,0.4995,755.177166666667,37.9833333333333,37.95,28.1833333333333,28.2166666666667,4.93333333333333,4.9,2.27,NA
"31","April",1999,"Taylor","detrivore",1.31882289,0.18840327,2.08333333333333,0.410333333333333,0.269333333333333,0.141,1.84066666666667,39.8655,2.25066666666667,37.6148333333333,0.430333333333333,0.0163333333333333,0.4995,755.177166666667,37.9833333333333,37.95,28.1833333333333,28.2166666666667,4.93333333333333,4.9,2.27,NA
"32","April",1999,"Taylor","omnivore",1.42561659,0.2328391075,2.08333333333333,0.410333333333333,0.269333333333333,0.141,1.84066666666667,39.8655,2.25066666666667,37.6148333333333,0.430333333333333,0.0163333333333333,0.4995,755.177166666667,37.9833333333333,37.95,28.1833333333333,28.2166666666667,4.93333333333333,4.9,2.27,NA
"33","April",1999,"Taylor","algivore",0.783653825,0.112166185,2.08333333333333,0.410333333333333,0.269333333333333,0.141,1.84066666666667,39.8655,2.25066666666667,37.6148333333333,0.430333333333333,0.0163333333333333,0.4995,755.177166666667,37.9833333333333,37.95,28.1833333333333,28.2166666666667,4.93333333333333,4.9,2.27,NA
"34","April",2000,"Shark","invertivore",4.51940018802381,0.6456286015,2.56666666666667,0.557333333333333,0.505,0.052,0.340333333333333,34.1996666666667,0.897666666666667,33.3023333333333,0.879333333333333,0.0453333333333333,2.43466666666667,1306.94433333333,14.8333333333333,15.3,24.5,24.4333333333333,6.16666666666667,6.33333333333333,4.16,NA
"35","April",2000,"Shark","detrivore",1.61623108,0.23089015,2.56666666666667,0.557333333333333,0.505,0.052,0.340333333333333,34.1996666666667,0.897666666666667,33.3023333333333,0.879333333333333,0.0453333333333333,2.43466666666667,1306.94433333333,14.8333333333333,15.3,24.5,24.4333333333333,6.16666666666667,6.33333333333333,4.16,NA
"36","April",2000,"Shark","algivore",2.82131658,0.403045226666667,2.56666666666667,0.557333333333333,0.505,0.052,0.340333333333333,34.1996666666667,0.897666666666667,33.3023333333333,0.879333333333333,0.0453333333333333,2.43466666666667,1306.94433333333,14.8333333333333,15.3,24.5,24.4333333333333,6.16666666666667,6.33333333333333,4.16,NA
"37","April",2000,"Shark","piscivore",0.072923375,0.010417625,2.56666666666667,0.557333333333333,0.505,0.052,0.340333333333333,34.1996666666667,0.897666666666667,33.3023333333333,0.879333333333333,0.0453333333333333,2.43466666666667,1306.94433333333,14.8333333333333,15.3,24.5,24.4333333333333,6.16666666666667,6.33333333333333,4.16,NA
"38","April",2000,"Shark","omnivore",1.3751601,0.196451444285714,2.56666666666667,0.557333333333333,0.505,0.052,0.340333333333333,34.1996666666667,0.897666666666667,33.3023333333333,0.879333333333333,0.0453333333333333,2.43466666666667,1306.94433333333,14.8333333333333,15.3,24.5,24.4333333333333,6.16666666666667,6.33333333333333,4.16,NA
"39","April",2000,"Taylor","invertivore",2.94632655580952,0.423795824761905,2.08333333333333,0.723833333333333,0.659,0.0651666666666667,0.869833333333333,29.8065,1.59366666666667,28.2373333333333,0.466833333333333,0.0401666666666667,0.9425,680.475833333333,26.2833333333333,26.7333333333333,25.55,25.5333333333333,5.83333333333333,5.7,2.09,NA
"40","April",2000,"Taylor","omnivore",0.629979915555556,0.0932402833333333,2.08333333333333,0.723833333333333,0.659,0.0651666666666667,0.869833333333333,29.8065,1.59366666666667,28.2373333333333,0.466833333333333,0.0401666666666667,0.9425,680.475833333333,26.2833333333333,26.7333333333333,25.55,25.5333333333333,5.83333333333333,5.7,2.09,NA
"41","April",2000,"Taylor","detrivore",2.07542618,0.29648945,2.08333333333333,0.723833333333333,0.659,0.0651666666666667,0.869833333333333,29.8065,1.59366666666667,28.2373333333333,0.466833333333333,0.0401666666666667,0.9425,680.475833333333,26.2833333333333,26.7333333333333,25.55,25.5333333333333,5.83333333333333,5.7,2.09,NA
"42","April",2000,"Taylor","piscivore",0.02065617,0.00295088,2.08333333333333,0.723833333333333,0.659,0.0651666666666667,0.869833333333333,29.8065,1.59366666666667,28.2373333333333,0.466833333333333,0.0401666666666667,0.9425,680.475833333333,26.2833333333333,26.7333333333333,25.55,25.5333333333333,5.83333333333333,5.7,2.09,NA
"43","April",2001,"Shark","invertivore",1.644056105,0.308486745,2.56666666666667,1.13833333333333,0.964333333333333,0.174333333333333,0.539666666666667,27.843,1.678,26.1653333333333,0.695,0.0446666666666667,1.47866666666667,906.347333333333,31.2,32.0333333333333,24.7333333333333,24.7333333333333,4.13333333333333,4,3.47666666666667,NA
"44","April",2001,"Shark","algivore",0.16289328,0.02327047,2.56666666666667,1.13833333333333,0.964333333333333,0.174333333333333,0.539666666666667,27.843,1.678,26.1653333333333,0.695,0.0446666666666667,1.47866666666667,906.347333333333,31.2,32.0333333333333,24.7333333333333,24.7333333333333,4.13333333333333,4,3.47666666666667,NA
"45","April",2001,"Shark","omnivore",0.753982425,0.159482945,2.56666666666667,1.13833333333333,0.964333333333333,0.174333333333333,0.539666666666667,27.843,1.678,26.1653333333333,0.695,0.0446666666666667,1.47866666666667,906.347333333333,31.2,32.0333333333333,24.7333333333333,24.7333333333333,4.13333333333333,4,3.47666666666667,NA
"46","April",2001,"Taylor","invertivore",2.849457335,0.86391679,2.08333333333333,1.0575,0.831,0.2265,2.17983333333333,25.7878333333333,3.23716666666667,22.551,0.328833333333333,0.0263333333333333,0.601833333333333,643.125,33.4833333333333,33.55,24.8666666666667,24.8333333333333,6.16666666666667,6.2,8.01333333333333,NA
"47","April",2001,"Taylor","omnivore",1.171094035,0.332205525,2.08333333333333,1.0575,0.831,0.2265,2.17983333333333,25.7878333333333,3.23716666666667,22.551,0.328833333333333,0.0263333333333333,0.601833333333333,643.125,33.4833333333333,33.55,24.8666666666667,24.8333333333333,6.16666666666667,6.2,8.01333333333333,NA
"48","April",2002,"Shark","invertivore",10.5062734194444,1.50089620569444,2.56666666666667,0.304333333333333,0.214,0.0903333333333333,0.723666666666667,20.1693333333333,1.02766666666667,19.1423333333333,0.571,0.0626666666666667,2.708,975.180666666667,17.44,19.6566666666667,28.45,27.5833333333333,6.94,6.85666666666667,2.03333333333333,NA
"49","April",2002,"Shark","algivore",1.47270087,0.2103858375,2.56666666666667,0.304333333333333,0.214,0.0903333333333333,0.723666666666667,20.1693333333333,1.02766666666667,19.1423333333333,0.571,0.0626666666666667,2.708,975.180666666667,17.44,19.6566666666667,28.45,27.5833333333333,6.94,6.85666666666667,2.03333333333333,NA
"50","April",2002,"Shark","omnivore",0.3133701525,0.0447671633333333,2.56666666666667,0.304333333333333,0.214,0.0903333333333333,0.723666666666667,20.1693333333333,1.02766666666667,19.1423333333333,0.571,0.0626666666666667,2.708,975.180666666667,17.44,19.6566666666667,28.45,27.5833333333333,6.94,6.85666666666667,2.03333333333333,NA
"51","April",2002,"Shark","piscivore",0.03185529,0.00455076,2.56666666666667,0.304333333333333,0.214,0.0903333333333333,0.723666666666667,20.1693333333333,1.02766666666667,19.1423333333333,0.571,0.0626666666666667,2.708,975.180666666667,17.44,19.6566666666667,28.45,27.5833333333333,6.94,6.85666666666667,2.03333333333333,NA
"52","April",2002,"Taylor","invertivore",10.4241708783333,1.489167265,2.08333333333333,0.455,0.3665,0.0883333333333333,0.58,14.7215,1.03516666666667,13.6868333333333,0.292166666666667,0.0725,0.845166666666667,516.163166666667,29.29,29.3066666666667,25.04,25.015,5.91666666666667,5.39,7.64,NA
"53","April",2002,"Taylor","piscivore",3.8164874,0.54521248,2.08333333333333,0.455,0.3665,0.0883333333333333,0.58,14.7215,1.03516666666667,13.6868333333333,0.292166666666667,0.0725,0.845166666666667,516.163166666667,29.29,29.3066666666667,25.04,25.015,5.91666666666667,5.39,7.64,NA
"54","April",2002,"Taylor","detrivore",2.66955234333333,0.38136462,2.08333333333333,0.455,0.3665,0.0883333333333333,0.58,14.7215,1.03516666666667,13.6868333333333,0.292166666666667,0.0725,0.845166666666667,516.163166666667,29.29,29.3066666666667,25.04,25.015,5.91666666666667,5.39,7.64,NA
"55","April",2002,"Taylor","omnivore",0.4858828725,0.069411835,2.08333333333333,0.455,0.3665,0.0883333333333333,0.58,14.7215,1.03516666666667,13.6868333333333,0.292166666666667,0.0725,0.845166666666667,516.163166666667,29.29,29.3066666666667,25.04,25.015,5.91666666666667,5.39,7.64,NA
"56","April",2002,"Taylor","algivore",2.4273091,0.346758445,2.08333333333333,0.455,0.3665,0.0883333333333333,0.58,14.7215,1.03516666666667,13.6868333333333,0.292166666666667,0.0725,0.845166666666667,516.163166666667,29.29,29.3066666666667,25.04,25.015,5.91666666666667,5.39,7.64,NA
"57","April",2003,"Shark","invertivore",4.60198077379487,0.665926034879121,2.56666666666667,0.763666666666667,0.632333333333333,0.131,1.98133333333333,30.9156666666667,2.745,28.1706666666667,0.416,0.0836666666666667,2.543,934.722333333333,17.3966666666667,17.5433333333333,26.39,26.2533333333333,6.14,5.85666666666667,2.47333333333333,7.69333333333333
"58","April",2003,"Shark","omnivore",0.594982057692308,0.104031768461538,2.56666666666667,0.763666666666667,0.632333333333333,0.131,1.98133333333333,30.9156666666667,2.745,28.1706666666667,0.416,0.0836666666666667,2.543,934.722333333333,17.3966666666667,17.5433333333333,26.39,26.2533333333333,6.14,5.85666666666667,2.47333333333333,7.69333333333333
"59","April",2003,"Shark","planktivore",0.17142846,0.0244897775,2.56666666666667,0.763666666666667,0.632333333333333,0.131,1.98133333333333,30.9156666666667,2.745,28.1706666666667,0.416,0.0836666666666667,2.543,934.722333333333,17.3966666666667,17.5433333333333,26.39,26.2533333333333,6.14,5.85666666666667,2.47333333333333,7.69333333333333
"60","April",2003,"Shark","detrivore",7.54717088,1.07816727,2.56666666666667,0.763666666666667,0.632333333333333,0.131,1.98133333333333,30.9156666666667,2.745,28.1706666666667,0.416,0.0836666666666667,2.543,934.722333333333,17.3966666666667,17.5433333333333,26.39,26.2533333333333,6.14,5.85666666666667,2.47333333333333,7.69333333333333
"61","April",2003,"Shark","algivore",0.147664712,0.02109496,2.56666666666667,0.763666666666667,0.632333333333333,0.131,1.98133333333333,30.9156666666667,2.745,28.1706666666667,0.416,0.0836666666666667,2.543,934.722333333333,17.3966666666667,17.5433333333333,26.39,26.2533333333333,6.14,5.85666666666667,2.47333333333333,7.69333333333333
"62","April",2003,"Shark","piscivore",14.18964777,2.02709253,2.56666666666667,0.763666666666667,0.632333333333333,0.131,1.98133333333333,30.9156666666667,2.745,28.1706666666667,0.416,0.0836666666666667,2.543,934.722333333333,17.3966666666667,17.5433333333333,26.39,26.2533333333333,6.14,5.85666666666667,2.47333333333333,7.69333333333333
"63","April",2003,"Taylor","omnivore",0.3288940725,0.0657788145833333,2.08333333333333,1.256,1.0815,0.1745,3.63766666666667,30.2638333333333,4.8935,25.3703333333333,0.297666666666667,0.0995,1.00866666666667,661.201333333333,29.2233333333333,29.5633333333333,25.5616666666667,25.5016666666667,5.785,5.405,3.28166666666667,8.04666666666667
"64","April",2003,"Taylor","invertivore",0.718899525,0.14377991,2.08333333333333,1.256,1.0815,0.1745,3.63766666666667,30.2638333333333,4.8935,25.3703333333333,0.297666666666667,0.0995,1.00866666666667,661.201333333333,29.2233333333333,29.5633333333333,25.5616666666667,25.5016666666667,5.785,5.405,3.28166666666667,8.04666666666667
"65","April",2003,"Taylor","piscivore",0.89309676,0.17861936,2.08333333333333,1.256,1.0815,0.1745,3.63766666666667,30.2638333333333,4.8935,25.3703333333333,0.297666666666667,0.0995,1.00866666666667,661.201333333333,29.2233333333333,29.5633333333333,25.5616666666667,25.5016666666667,5.785,5.405,3.28166666666667,8.04666666666667
"66","April",2004,"Shark","invertivore",15.0229218356494,2.14613168831169,2.56666666666667,0.834666666666667,0.729666666666667,0.105,0.794,35.1256666666667,1.62833333333333,33.4976666666667,0.406,0.0426666666666667,3.53533333333333,682.014,24.0066666666667,24.46,23.2666666666667,23.2566666666667,7.69,7.27666666666667,2.44,7.85
"67","April",2004,"Shark","detrivore",1.55598632,0.22228376,2.56666666666667,0.834666666666667,0.729666666666667,0.105,0.794,35.1256666666667,1.62833333333333,33.4976666666667,0.406,0.0426666666666667,3.53533333333333,682.014,24.0066666666667,24.46,23.2666666666667,23.2566666666667,7.69,7.27666666666667,2.44,7.85
"68","April",2004,"Shark","algivore",0.4118336,0.05883337,2.56666666666667,0.834666666666667,0.729666666666667,0.105,0.794,35.1256666666667,1.62833333333333,33.4976666666667,0.406,0.0426666666666667,3.53533333333333,682.014,24.0066666666667,24.46,23.2666666666667,23.2566666666667,7.69,7.27666666666667,2.44,7.85
"69","April",2004,"Shark","piscivore",3.86522362333333,0.552174806666667,2.56666666666667,0.834666666666667,0.729666666666667,0.105,0.794,35.1256666666667,1.62833333333333,33.4976666666667,0.406,0.0426666666666667,3.53533333333333,682.014,24.0066666666667,24.46,23.2666666666667,23.2566666666667,7.69,7.27666666666667,2.44,7.85
"70","April",2004,"Shark","planktivore",0.422996895714286,0.06042813,2.56666666666667,0.834666666666667,0.729666666666667,0.105,0.794,35.1256666666667,1.62833333333333,33.4976666666667,0.406,0.0426666666666667,3.53533333333333,682.014,24.0066666666667,24.46,23.2666666666667,23.2566666666667,7.69,7.27666666666667,2.44,7.85
"71","April",2004,"Shark","omnivore",0.948209438181818,0.135458491818182,2.56666666666667,0.834666666666667,0.729666666666667,0.105,0.794,35.1256666666667,1.62833333333333,33.4976666666667,0.406,0.0426666666666667,3.53533333333333,682.014,24.0066666666667,24.46,23.2666666666667,23.2566666666667,7.69,7.27666666666667,2.44,7.85
"72","April",2004,"Taylor","algivore",0.11225482,0.022450965,2.08333333333333,0.693833333333333,0.574166666666667,0.119666666666667,1.2175,52.011,1.9115,50.1001666666667,0.205333333333333,0.0308333333333333,0.777833333333333,515.604166666667,31.0883333333333,31.1166666666667,24.76,24.4766666666667,6.47833333333333,6.64166666666667,4.095,8.29333333333333
"73","April",2004,"Taylor","omnivore",1.47705676222222,0.295411352222222,2.08333333333333,0.693833333333333,0.574166666666667,0.119666666666667,1.2175,52.011,1.9115,50.1001666666667,0.205333333333333,0.0308333333333333,0.777833333333333,515.604166666667,31.0883333333333,31.1166666666667,24.76,24.4766666666667,6.47833333333333,6.64166666666667,4.095,8.29333333333333
"74","April",2004,"Taylor","invertivore",7.00161447996429,1.40032289194048,2.08333333333333,0.693833333333333,0.574166666666667,0.119666666666667,1.2175,52.011,1.9115,50.1001666666667,0.205333333333333,0.0308333333333333,0.777833333333333,515.604166666667,31.0883333333333,31.1166666666667,24.76,24.4766666666667,6.47833333333333,6.64166666666667,4.095,8.29333333333333
"75","April",2004,"Taylor","planktivore",0.50878325,0.10175665,2.08333333333333,0.693833333333333,0.574166666666667,0.119666666666667,1.2175,52.011,1.9115,50.1001666666667,0.205333333333333,0.0308333333333333,0.777833333333333,515.604166666667,31.0883333333333,31.1166666666667,24.76,24.4766666666667,6.47833333333333,6.64166666666667,4.095,8.29333333333333
"76","April",2004,"Taylor","detrivore",2.442292116,0.488458424,2.08333333333333,0.693833333333333,0.574166666666667,0.119666666666667,1.2175,52.011,1.9115,50.1001666666667,0.205333333333333,0.0308333333333333,0.777833333333333,515.604166666667,31.0883333333333,31.1166666666667,24.76,24.4766666666667,6.47833333333333,6.64166666666667,4.095,8.29333333333333
"77","April",2004,"Taylor","piscivore",1.16483812,0.23296762,2.08333333333333,0.693833333333333,0.574166666666667,0.119666666666667,1.2175,52.011,1.9115,50.1001666666667,0.205333333333333,0.0308333333333333,0.777833333333333,515.604166666667,31.0883333333333,31.1166666666667,24.76,24.4766666666667,6.47833333333333,6.64166666666667,4.095,8.29333333333333
"78","April",2005,"Shark","piscivore",0.6981067,0.13962134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","April",2005,"Shark","invertivore",1.99745366119048,0.39949073327381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","April",2005,"Shark","omnivore",0.453877993333333,0.0907755983333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","April",2005,"Shark","planktivore",0.15240467,0.03048093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","April",2005,"Taylor","invertivore",0.733601225,0.146720243333333,2.02,1.161,0.9786,0.1822,1.4266,28.8314,2.5878,26.2436,0.1664,0.0558,0.3154,598.8502,40.734,41.152,23.7,23.562,5.584,5.418,3.25,8.226
"83","April",2005,"Taylor","omnivore",0.172175486666667,0.0344350966666667,2.02,1.161,0.9786,0.1822,1.4266,28.8314,2.5878,26.2436,0.1664,0.0558,0.3154,598.8502,40.734,41.152,23.7,23.562,5.584,5.418,3.25,8.226
"84","April ",2004,"Shark","invertivore",0.03469836,0.00495691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","April ",2004,"Shark","omnivore",0.76420768,0.10917253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","April ",2005,"Taylor","invertivore",0.07509249,0.0150185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","April ",2005,"Taylor","omnivore",0.05106428,0.01021286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","December",1996,"Shark","algivore",0.419562437777778,0.0599374922222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
